hub_code,schedule,job_category,riders,rider_yesterday,rider_lastweek,rider_2week,rider_3week,rider_4week,rider_lastyear,rider_52week,volume_last7day,volume_last3day,volume_last14day,volume_last21day,volume_last28day,quarter,day_of_week,is_weekend,month,day,is_holiday,is_after_sale
MAKATI,2019-09-21,Delivery,25,46,35,36,30,20,34,26,2944.1428571428573,3309.0,2834.8571428571427,2772.7619047619046,2794.5357142857142,Q3,saturday,weekend,9,21,not_holiday,not_after_sale
MAKATI,2019-09-20,Delivery,46,47,46,49,49,45,34,34,3009.8571428571427,3504.0,2835.1428571428573,2799.1904761904761,2773.1428571428573,Q3,friday,weekday,9,20,not_holiday,not_after_sale
MAKATI,2019-09-19,Delivery,47,49,51,54,47,48,31,34,2910.2857142857142,3512.6666666666665,2920.0,2828.1428571428573,2766.3928571428573,Q3,thursday,weekday,9,19,not_holiday,not_after_sale
MAKATI,2019-09-18,Delivery,49,49,53,0,47,30,34,31,2971.1428571428573,2754.6666666666665,2666.5714285714284,2845.3809523809523,2697.4642857142858,Q3,wednesday,weekday,9,18,not_holiday,not_after_sale
MAKATI,2019-09-17,Delivery,49,30,45,45,46,47,37,34,2856.4285714285716,2324.0,2678.0,2862.1428571428573,2646.25,Q3,tuesday,weekday,9,17,not_holiday,not_after_sale
MAKATI,2019-09-16,Delivery,30,21,47,52,34,46,0,37,2863.8571428571427,2425.6666666666665,2715.5714285714284,2812.0476190476193,2614.9642857142858,Q3,monday,weekday,9,16,not_holiday,not_after_sale
MAKATI,2019-09-15,Delivery,21,35,16,20,23,25,17,0,2787.5714285714284,2853.3333333333335,2707.0714285714284,2824.4285714285716,2604.2142857142858,Q3,sunday,weekend,9,15,not_holiday,not_after_sale
MAKATI,2019-09-14,Delivery,35,46,36,30,20,30,30,17,2725.5714285714284,3372.0,2687.0714285714284,2744.6666666666665,2567.0,Q3,saturday,weekend,9,14,not_holiday,5day_after_sale
MAKATI,2019-09-13,Delivery,46,51,49,49,45,45,35,30,2660.4285714285716,3146.0,2693.8571428571427,2694.2380952380954,2524.3928571428573,Q3,friday,weekday,9,13,not_holiday,4day_after_sale
MAKATI,2019-09-12,Delivery,51,53,54,47,48,46,33,35,2929.7142857142858,3404.3333333333335,2787.0714285714284,2718.4285714285716,2529.8214285714284,Q3,thursday,weekday,9,12,not_holiday,3day_after_sale
MAKATI,2019-09-11,Delivery,53,45,0,47,30,48,35,33,2362.0,2326.3333333333335,2782.5,2606.2380952380954,2514.1071428571427,Q3,wednesday,weekday,9,11,not_holiday,2day_after_sale
MAKATI,2019-09-10,Delivery,45,47,45,46,47,53,38,35,2499.5714285714284,2018.6666666666667,2865.0,2576.1904761904761,2570.1428571428573,Q3,tuesday,weekday,9,10,not_holiday,1day_after_sale
MAKATI,2019-09-09,Delivery,47,16,52,34,46,36,23,38,2567.2857142857142,1951.0,2786.1428571428573,2532.0,2526.25,Q3,monday,weekday,9,9,not_holiday,not_after_sale
MAKATI,2019-09-08,Delivery,16,36,20,23,25,24,27,23,2626.5714285714284,3185.0,2842.8571428571427,2543.0952380952381,2549.8928571428573,Q3,sunday,weekend,9,8,not_holiday,not_after_sale
MAKATI,2019-09-07,Delivery,36,49,30,20,30,31,34,27,2648.5714285714284,2523.6666666666665,2754.2142857142858,2514.1428571428573,2559.6785714285716,Q3,saturday,weekend,9,7,not_holiday,not_after_sale
MAKATI,2019-09-06,Delivery,49,54,49,45,45,43,35,34,2727.2857142857142,2770.6666666666665,2711.1428571428573,2479.0476190476193,2527.5714285714284,Q3,friday,weekday,9,6,not_holiday,not_after_sale
MAKATI,2019-09-05,Delivery,54,0,47,48,46,46,30,35,2644.4285714285716,2558.6666666666665,2612.7857142857142,2396.5238095238096,2451.5714285714284,Q3,thursday,weekday,9,5,not_holiday,not_after_sale
MAKATI,2019-09-04,Delivery,0,45,47,30,48,49,33,30,3203.0,2943.6666666666665,2728.3571428571427,2564.8095238095239,2566.0357142857142,Q3,wednesday,weekday,9,4,not_holiday,not_after_sale
MAKATI,2019-09-03,Delivery,45,52,46,47,53,49,40,33,3230.4285714285716,2366.3333333333335,2614.5,2593.6666666666665,2550.5714285714284,Q3,tuesday,weekday,9,3,not_holiday,not_after_sale
MAKATI,2019-09-02,Delivery,52,20,34,46,36,0,19,40,3005.0,2324.3333333333335,2514.3571428571427,2512.5714285714284,2414.6428571428573,Q3,monday,weekday,9,2,not_holiday,not_after_sale
MAKATI,2019-09-01,Delivery,20,30,23,25,24,28,23,19,3059.1428571428573,3226.6666666666665,2501.3571428571427,2524.3333333333335,2429.1071428571427,Q3,sunday,weekend,9,1,not_holiday,not_after_sale
MAKATI,2019-08-31,Delivery,30,49,20,30,31,21,33,23,2859.8571428571427,3817.3333333333335,2446.9285714285716,2530.0476190476193,2393.5,Q3,saturday,weekend,8,31,not_holiday,not_after_sale
MAKATI,2019-08-30,Delivery,49,47,45,45,43,21,33,33,2695.0,3944.6666666666665,2354.9285714285716,2461.0,2291.1071428571427,Q3,friday,weekday,8,30,not_holiday,not_after_sale
MAKATI,2019-08-29,Delivery,47,47,48,46,46,47,29,33,2581.1428571428573,3400.0,2272.5714285714284,2387.2857142857142,2230.6785714285716,Q3,thursday,weekday,8,29,not_holiday,not_after_sale
MAKATI,2019-08-28,Delivery,47,46,30,48,49,49,40,29,2253.7142857142858,2608.0,2245.7142857142858,2353.7142857142858,2170.3571428571427,Q3,wednesday,weekday,8,28,not_holiday,not_after_sale
MAKATI,2019-08-27,Delivery,46,34,47,53,49,46,21,40,1998.5714285714287,1501.6666666666667,2275.2857142857142,2323.9523809523807,2100.75,Q3,tuesday,weekday,8,27,not_holiday,not_after_sale
MAKATI,2019-08-26,Delivery,34,23,46,36,0,44,22,21,2023.7142857142858,1601.0,2266.3571428571427,2217.8571428571427,2113.2142857142858,Q3,monday,weekday,8,26,holiday,not_after_sale
MAKATI,2019-08-25,Delivery,23,20,25,24,28,17,23,22,1943.5714285714287,2111.3333333333335,2256.9285714285716,2219.0952380952381,2079.2142857142858,Q3,sunday,weekend,8,25,not_holiday,not_after_sale
MAKATI,2019-08-24,Delivery,20,45,30,31,21,29,31,23,2034.0,2403.0,2365.1428571428573,2238.0476190476193,2092.6071428571427,Q3,saturday,weekend,8,24,not_holiday,not_after_sale
MAKATI,2019-08-23,Delivery,45,48,45,43,21,44,33,31,2014.8571428571429,2319.6666666666665,2344.0,2156.4761904761904,2067.25,Q3,friday,weekday,8,23,not_holiday,not_after_sale
MAKATI,2019-08-22,Delivery,48,30,46,46,47,47,39,33,1964.0,2099.3333333333335,2290.3571428571427,2113.8571428571427,2027.25,Q3,thursday,weekday,8,22,not_holiday,not_after_sale
MAKATI,2019-08-21,Delivery,30,47,48,49,49,46,24,39,2237.7142857142858,1884.3333333333333,2403.7142857142858,2142.5714285714284,2042.6428571428571,Q3,wednesday,weekday,8,21,holiday,not_after_sale
MAKATI,2019-08-20,Delivery,47,46,53,49,46,47,39,24,2552.0,1584.3333333333333,2486.6428571428573,2134.8095238095239,2041.1785714285713,Q3,tuesday,weekday,8,20,not_holiday,not_after_sale
MAKATI,2019-08-19,Delivery,46,25,36,0,44,43,22,39,2509.0,1580.3333333333333,2314.9285714285716,2143.0476190476193,2034.3928571428571,Q3,monday,weekday,8,19,not_holiday,not_after_sale
MAKATI,2019-08-18,Delivery,25,30,24,28,17,27,31,22,2570.2857142857142,2159.0,2356.8571428571427,2124.4285714285716,2034.0714285714287,Q3,sunday,weekend,8,18,not_holiday,not_after_sale
MAKATI,2019-08-17,Delivery,30,45,31,21,29,34,40,31,2696.2857142857142,2878.3333333333335,2340.0714285714284,2112.1428571428573,2033.6428571428571,Q3,saturday,weekend,8,17,not_holiday,not_after_sale
MAKATI,2019-08-16,Delivery,45,46,43,21,44,51,34,40,2673.1428571428573,3573.0,2227.2857142857142,2084.7142857142858,2052.3928571428573,Q3,friday,weekday,8,16,not_holiday,not_after_sale
MAKATI,2019-08-15,Delivery,46,48,46,47,47,41,35,34,2616.7142857142858,3371.0,2188.7857142857142,2048.3333333333335,2033.1071428571429,Q3,thursday,weekday,8,15,not_holiday,not_after_sale
MAKATI,2019-08-14,Delivery,48,53,49,49,46,50,28,35,2569.7142857142858,2660.3333333333335,2095.0,1977.6190476190477,2016.4642857142858,Q3,wednesday,weekday,8,14,not_holiday,not_after_sale
MAKATI,2019-08-13,Delivery,53,36,49,46,47,47,35,28,2421.2857142857142,1921.0,1926.2142857142858,1870.9047619047619,1941.5357142857142,Q3,tuesday,weekday,8,13,not_holiday,not_after_sale
MAKATI,2019-08-12,Delivery,36,24,0,44,43,49,21,35,2120.8571428571427,1963.3333333333333,1960.0714285714287,1876.1904761904761,1976.8928571428571,Q3,monday,weekday,8,12,holiday,not_after_sale
MAKATI,2019-08-11,Delivery,24,31,28,17,27,30,23,21,2143.4285714285716,2267.3333333333335,1901.5,1855.3333333333333,1973.6071428571429,Q3,sunday,weekend,8,11,not_holiday,not_after_sale
MAKATI,2019-08-10,Delivery,31,43,21,29,34,34,39,23,1983.8571428571429,2583.0,1820.0714285714287,1812.7619047619048,1945.0714285714287,Q3,saturday,weekend,8,10,not_holiday,not_after_sale
MAKATI,2019-08-09,Delivery,43,46,21,44,51,50,34,39,1781.4285714285713,2985.3333333333335,1790.5,1845.4761904761904,1952.7857142857142,Q3,friday,weekday,8,9,not_holiday,not_after_sale
MAKATI,2019-08-08,Delivery,46,49,47,47,41,52,26,34,1760.8571428571429,2214.0,1764.1428571428571,1838.5714285714287,1977.0,Q3,thursday,weekday,8,8,not_holiday,not_after_sale
MAKATI,2019-08-07,Delivery,49,49,49,46,50,50,27,26,1620.2857142857142,1665.6666666666667,1681.5714285714287,1832.047619047619,1990.5,Q3,wednesday,weekday,8,7,not_holiday,not_after_sale
MAKATI,2019-08-06,Delivery,49,0,46,47,47,52,37,27,1431.1428571428571,900.33333333333337,1595.7142857142858,1781.6190476190477,1987.3928571428571,Q3,tuesday,weekday,8,6,not_holiday,not_after_sale
MAKATI,2019-08-05,Delivery,0,28,44,43,49,49,21,37,1799.2857142857142,1171.3333333333333,1753.8571428571429,1928.9047619047619,2075.1785714285716,Q3,monday,weekday,8,5,not_holiday,not_after_sale
MAKATI,2019-08-04,Delivery,28,21,17,27,30,30,21,21,1659.5714285714287,1374.6666666666667,1711.2857142857142,1917.0,2058.0714285714284,Q3,sunday,weekend,8,4,not_holiday,not_after_sale
MAKATI,2019-08-03,Delivery,21,21,29,34,34,32,33,21,1656.2857142857142,1734.6666666666667,1727.2142857142858,1932.1428571428571,2064.6428571428573,Q3,saturday,weekend,8,3,not_holiday,not_after_sale
MAKATI,2019-08-02,Delivery,21,47,44,51,50,48,36,33,1799.5714285714287,2168.0,1877.5,2009.9047619047619,2122.9642857142858,Q3,friday,weekday,8,2,not_holiday,not_after_sale
MAKATI,2019-08-01,Delivery,47,49,47,41,52,50,34,36,1767.4285714285713,2303.6666666666665,1877.4285714285713,2049.0476190476193,2135.3214285714284,Q3,thursday,weekday,8,1,not_holiday,not_after_sale
MAKATI,2019-07-31,Delivery,49,46,46,50,50,50,0,34,1742.8571428571429,1757.3333333333333,1937.9285714285713,2113.9047619047619,2153.5357142857142,Q3,wednesday,weekday,7,31,not_holiday,not_after_sale
MAKATI,2019-07-30,Delivery,46,44,47,47,52,45,0,0,1760.2857142857142,1425.6666666666667,1956.8571428571429,2172.8095238095239,2167.8214285714284,Q3,tuesday,weekday,7,30,not_holiday,not_after_sale
MAKATI,2019-07-29,Delivery,44,17,43,49,49,45,0,0,1708.4285714285713,1172.0,1993.7142857142858,2167.1428571428573,2174.3928571428573,Q3,monday,weekday,7,29,not_holiday,not_after_sale
MAKATI,2019-07-28,Delivery,17,29,27,30,30,20,0,0,1763.0,1626.3333333333333,2045.7142857142858,2190.9047619047619,2182.3928571428573,Q3,sunday,weekend,7,28,not_holiday,not_after_sale
MAKATI,2019-07-27,Delivery,29,44,34,34,32,31,0,0,1798.1428571428571,1936.6666666666667,2070.0714285714284,2200.7619047619046,2190.0,Q3,saturday,weekend,7,27,not_holiday,not_after_sale
MAKATI,2019-07-26,Delivery,44,47,51,50,48,43,0,0,1955.4285714285713,2076.3333333333335,2115.0714285714284,2230.7619047619046,2207.7142857142858,Q3,friday,weekday,7,26,not_holiday,not_after_sale
MAKATI,2019-07-25,Delivery,47,46,41,52,50,46,0,0,1987.4285714285713,2166.0,2189.8571428571427,2257.9523809523807,2213.0,Q3,thursday,weekday,7,25,not_holiday,not_after_sale
MAKATI,2019-07-24,Delivery,46,47,50,50,50,49,0,0,2133.0,1804.3333333333333,2299.4285714285716,2290.4285714285716,2222.1785714285716,Q3,wednesday,weekday,7,24,not_holiday,not_after_sale
MAKATI,2019-07-23,Delivery,47,43,47,52,45,45,0,0,2153.4285714285716,1514.0,2379.0714285714284,2303.6666666666665,2215.6428571428573,Q3,tuesday,weekday,7,23,not_holiday,not_after_sale
MAKATI,2019-07-22,Delivery,43,27,49,49,45,46,0,0,2279.0,1748.3333333333333,2396.5,2329.7142857142858,2219.7142857142858,Q3,monday,weekday,7,22,not_holiday,not_after_sale
MAKATI,2019-07-21,Delivery,27,34,30,30,20,26,0,0,2328.4285714285716,2150.0,2404.8571428571427,2322.1904761904761,2216.8571428571427,Q3,sunday,weekend,7,21,not_holiday,not_after_sale
MAKATI,2019-07-20,Delivery,34,51,34,32,31,33,0,0,2342.0,2718.0,2402.0714285714284,2320.6190476190477,2217.9642857142858,Q3,saturday,weekend,7,20,not_holiday,not_after_sale
MAKATI,2019-07-19,Delivery,51,41,50,48,43,49,0,0,2274.7142857142858,2538.3333333333335,2368.4285714285716,2291.8095238095239,2190.7142857142858,Q3,friday,weekday,7,19,not_holiday,not_after_sale
MAKATI,2019-07-18,Delivery,41,50,52,50,46,44,0,0,2392.2857142857142,2846.3333333333335,2393.2142857142858,2288.1904761904761,2204.1428571428573,Q3,thursday,weekday,7,18,not_holiday,not_after_sale
MAKATI,2019-07-17,Delivery,50,47,50,50,49,43,0,0,2465.8571428571427,2260.3333333333335,2369.1428571428573,2251.9047619047619,2170.9642857142858,Q3,wednesday,weekday,7,17,not_holiday,not_after_sale
MAKATI,2019-07-16,Delivery,47,49,52,45,45,37,0,0,2604.7142857142858,1954.0,2378.7857142857142,2236.3809523809523,2141.1071428571427,Q3,tuesday,weekday,7,16,not_holiday,not_after_sale
MAKATI,2019-07-15,Delivery,49,30,49,45,46,37,0,0,2514.0,1738.3333333333333,2355.0714285714284,2199.9523809523807,2112.6071428571427,Q3,monday,weekday,7,15,not_holiday,not_after_sale
MAKATI,2019-07-14,Delivery,30,34,30,20,26,23,0,0,2481.2857142857142,2299.0,2319.0714285714284,2179.6666666666665,2092.3214285714284,Q3,sunday,weekend,7,14,not_holiday,not_after_sale
MAKATI,2019-07-13,Delivery,34,50,32,31,33,32,0,0,2462.1428571428573,3007.0,2309.9285714285716,2176.6190476190477,2095.8571428571427,Q3,saturday,weekend,7,13,not_holiday,not_after_sale
MAKATI,2019-07-12,Delivery,50,52,48,43,49,42,0,0,2462.1428571428573,3308.3333333333335,2300.3571428571427,2162.7142857142858,2071.4642857142858,Q3,friday,weekday,7,12,not_holiday,not_after_sale
MAKATI,2019-07-11,Delivery,52,50,50,46,44,42,0,0,2394.1428571428573,3130.3333333333335,2236.1428571428573,2141.4285714285716,2041.1428571428571,Q3,thursday,weekday,7,11,not_holiday,not_after_sale
MAKATI,2019-07-10,Delivery,50,52,50,49,43,34,0,0,2272.4285714285716,2296.3333333333335,2144.9285714285716,2072.6666666666665,1959.1071428571429,Q3,wednesday,weekday,7,10,not_holiday,not_after_sale
MAKATI,2019-07-09,Delivery,52,49,45,45,37,43,0,0,2152.8571428571427,1621.3333333333333,2052.2142857142858,1986.5714285714287,1917.25,Q3,tuesday,weekday,7,9,not_holiday,not_after_sale
MAKATI,2019-07-08,Delivery,49,30,45,46,37,47,0,0,2196.1428571428573,1617.3333333333333,2042.9285714285713,1978.8095238095239,1946.1071428571429,Q3,monday,weekday,7,8,not_holiday,not_after_sale
MAKATI,2019-07-07,Delivery,30,32,20,26,23,25,0,0,2156.8571428571427,2095.6666666666665,2028.8571428571429,1962.6666666666667,1944.8928571428571,Q3,sunday,weekend,7,7,not_holiday,not_after_sale
MAKATI,2019-07-06,Delivery,32,48,31,33,32,32,0,0,2157.7142857142858,2564.3333333333335,2033.8571428571429,1973.7619047619048,1938.3928571428571,Q3,saturday,weekend,7,6,not_holiday,not_after_sale
MAKATI,2019-07-05,Delivery,48,50,43,49,42,46,0,0,2138.5714285714284,2586.6666666666665,2013.0,1941.2380952380952,1926.9285714285713,Q3,friday,weekday,7,5,not_holiday,not_after_sale
MAKATI,2019-07-04,Delivery,50,50,46,44,42,48,0,0,2078.1428571428573,2668.3333333333335,2015.0714285714287,1923.4761904761904,1919.9285714285713,Q3,thursday,weekday,7,4,not_holiday,not_after_sale
MAKATI,2019-07-03,Delivery,50,45,49,43,34,27,0,0,2017.4285714285713,2026.6666666666667,1972.7857142857142,1854.6666666666667,1861.1785714285713,Q3,wednesday,weekday,7,3,not_holiday,not_after_sale
MAKATI,2019-07-02,Delivery,45,45,45,37,43,52,0,0,1951.5714285714287,1632.6666666666667,1903.4285714285713,1838.7142857142858,1870.4285714285713,Q3,tuesday,weekday,7,2,not_holiday,not_after_sale
MAKATI,2019-07-01,Delivery,45,20,46,37,47,40,0,0,1889.7142857142858,1483.0,1870.1428571428571,1862.7619047619048,1866.1071428571429,Q3,monday,weekday,7,1,not_holiday,not_after_sale
MAKATI,2019-06-30,Delivery,20,31,26,23,25,25,0,0,1900.8571428571429,1912.0,1865.5714285714287,1874.2380952380952,1872.4285714285713,Q2,sunday,weekend,6,30,not_holiday,not_after_sale
MAKATI,2019-06-29,Delivery,31,43,33,32,32,27,0,0,1910.0,2237.0,1881.7857142857142,1865.2857142857142,1862.3571428571429,Q2,saturday,weekend,6,29,not_holiday,not_after_sale
MAKATI,2019-06-28,Delivery,43,46,49,42,46,45,0,0,1887.4285714285713,2150.3333333333335,1842.5714285714287,1856.3809523809523,1849.7857142857142,Q2,friday,weekday,6,28,not_holiday,not_after_sale
MAKATI,2019-06-27,Delivery,46,49,44,42,48,43,0,0,1952.0,2228.6666666666665,1846.1428571428571,1867.1904761904761,1844.7142857142858,Q2,thursday,weekday,6,27,not_holiday,not_after_sale
MAKATI,2019-06-26,Delivery,49,45,43,34,27,45,0,0,1928.1428571428571,1754.6666666666667,1773.2857142857142,1809.0952380952381,1829.2857142857142,Q2,wednesday,weekday,6,26,not_holiday,not_after_sale
MAKATI,2019-06-25,Delivery,45,46,37,43,52,43,0,0,1855.2857142857142,1535.6666666666667,1782.2857142857142,1843.3809523809523,1817.25,Q2,tuesday,weekday,6,25,not_holiday,not_after_sale
MAKATI,2019-06-24,Delivery,46,26,37,47,40,48,0,0,1850.5714285714287,1477.6666666666667,1849.2857142857142,1858.2380952380952,1820.4642857142858,Q2,monday,weekday,6,24,not_holiday,not_after_sale
MAKATI,2019-06-23,Delivery,26,33,23,25,25,25,0,0,1830.2857142857142,2031.3333333333333,1860.9285714285713,1862.952380952381,1820.7142857142858,Q2,sunday,weekend,6,23,not_holiday,not_after_sale
MAKATI,2019-06-22,Delivery,33,49,32,32,27,29,0,0,1853.5714285714287,2279.3333333333335,1842.9285714285713,1846.4761904761904,1810.7142857142858,Q2,saturday,weekend,6,22,not_holiday,not_after_sale
MAKATI,2019-06-21,Delivery,49,44,42,46,45,42,0,0,1797.7142857142858,2075.3333333333335,1840.8571428571429,1837.2380952380952,1788.1785714285713,Q2,friday,weekday,6,21,not_holiday,not_after_sale
MAKATI,2019-06-20,Delivery,44,43,42,48,43,49,0,0,1740.2857142857142,1992.0,1824.7857142857142,1808.952380952381,1764.25,Q2,thursday,weekday,6,20,not_holiday,not_after_sale
MAKATI,2019-06-19,Delivery,43,37,34,27,45,47,0,0,1618.4285714285713,1526.3333333333333,1749.5714285714287,1796.3333333333333,1742.5714285714287,Q2,wednesday,weekday,6,19,not_holiday,not_after_sale
MAKATI,2019-06-18,Delivery,37,37,43,52,43,47,0,0,1709.2857142857142,1531.6666666666667,1837.4285714285713,1804.5714285714287,1747.75,Q2,tuesday,weekday,6,18,not_holiday,not_after_sale
MAKATI,2019-06-17,Delivery,37,23,47,40,48,46,0,0,1848.0,1354.3333333333333,1862.0714285714287,1810.4285714285713,1755.75,Q2,monday,weekday,6,17,not_holiday,not_after_sale
MAKATI,2019-06-16,Delivery,23,32,25,25,25,28,0,0,1891.5714285714287,1821.3333333333333,1879.2857142857142,1817.5238095238096,1771.25,Q2,sunday,weekend,6,16,not_holiday,not_after_sale
MAKATI,2019-06-15,Delivery,32,42,32,27,29,28,0,0,1832.2857142857142,1730.6666666666667,1842.9285714285713,1796.4285714285713,1755.1071428571429,Q2,saturday,weekend,6,15,not_holiday,not_after_sale
MAKATI,2019-06-14,Delivery,42,42,46,45,42,45,0,0,1884.0,1869.0,1857.0,1785.0,1763.5357142857142,Q2,friday,weekday,6,14,not_holiday,not_after_sale
MAKATI,2019-06-13,Delivery,42,34,48,43,49,43,0,0,1909.2857142857142,2243.3333333333335,1843.2857142857142,1772.2380952380952,1759.9285714285713,Q2,thursday,weekday,6,13,not_holiday,not_after_sale
MAKATI,2019-06-12,Delivery,34,43,27,45,47,48,0,0,1880.7142857142858,2163.6666666666665,1885.2857142857142,1783.952380952381,1791.25,Q2,wednesday,weekday,6,12,holiday,not_after_sale
MAKATI,2019-06-11,Delivery,43,47,52,43,47,45,0,0,1965.5714285714287,1818.6666666666667,1852.2142857142858,1760.5714285714287,1793.1428571428571,Q2,tuesday,weekday,6,11,not_holiday,not_after_sale
MAKATI,2019-06-10,Delivery,47,25,40,48,46,0,0,0,1876.1428571428571,1438.3333333333333,1791.6428571428571,1725.0,1676.5,Q2,monday,weekday,6,10,not_holiday,not_after_sale
MAKATI,2019-06-09,Delivery,25,32,25,25,28,24,0,0,1867.0,1862.6666666666667,1780.5,1731.1428571428571,1671.8214285714287,Q2,sunday,weekend,6,9,not_holiday,not_after_sale
MAKATI,2019-06-08,Delivery,32,46,27,29,28,32,0,0,1853.5714285714287,1843.6666666666667,1778.5,1729.3809523809523,1673.1785714285713,Q2,saturday,weekend,6,8,not_holiday,not_after_sale
MAKATI,2019-06-07,Delivery,46,48,45,42,45,48,0,0,1830.0,2059.3333333333335,1735.5,1723.3809523809523,1679.3928571428571,Q2,friday,weekday,6,7,not_holiday,not_after_sale
MAKATI,2019-06-06,Delivery,48,27,43,49,43,48,0,0,1777.2857142857142,2166.0,1703.7142857142858,1710.1428571428571,1682.6071428571429,Q2,thursday,weekday,6,6,not_holiday,not_after_sale
MAKATI,2019-06-05,Delivery,27,52,45,47,48,47,0,0,1889.8571428571429,2131.6666666666665,1735.5714285714287,1761.4285714285713,1729.6071428571429,Q2,wednesday,weekday,6,5,holiday,not_after_sale
MAKATI,2019-06-04,Delivery,52,40,43,47,45,49,0,0,1738.8571428571429,1557.3333333333333,1658.0714285714287,1735.6666666666667,1721.5357142857142,Q2,tuesday,weekday,6,4,not_holiday,not_after_sale
MAKATI,2019-06-03,Delivery,40,25,48,46,0,48,0,0,1707.1428571428571,1330.6666666666667,1649.4285714285713,1609.952380952381,1729.5,Q2,monday,weekday,6,3,not_holiday,not_after_sale
MAKATI,2019-06-02,Delivery,25,27,25,28,24,27,0,0,1694.0,1653.3333333333333,1663.2142857142858,1606.7619047619048,1734.1071428571429,Q2,sunday,weekend,6,2,not_holiday,not_after_sale
MAKATI,2019-06-01,Delivery,27,45,29,28,32,31,0,0,1703.4285714285713,1928.3333333333333,1667.2857142857142,1613.047619047619,1745.4642857142858,Q2,saturday,weekend,6,1,not_holiday,not_after_sale
MAKATI,2019-05-31,Delivery,45,43,42,45,48,45,0,0,1641.0,1846.6666666666667,1670.0714285714287,1629.1904761904761,1736.2857142857142,Q2,friday,weekday,5,31,not_holiday,not_after_sale
MAKATI,2019-05-30,Delivery,43,45,49,43,48,40,0,0,1630.1428571428571,2002.3333333333333,1676.5714285714287,1651.047619047619,1711.8928571428571,Q2,thursday,weekday,5,30,not_holiday,not_after_sale
MAKATI,2019-05-29,Delivery,45,43,47,48,47,29,0,0,1581.2857142857142,1674.6666666666667,1697.2142857142858,1676.1904761904761,1685.6428571428571,Q2,wednesday,weekday,5,29,not_holiday,not_after_sale
MAKATI,2019-05-28,Delivery,43,48,47,45,49,44,0,0,1577.2857142857142,1474.6666666666667,1734.0714285714287,1715.7619047619048,1687.4642857142858,Q2,tuesday,weekday,5,28,not_holiday,not_after_sale
MAKATI,2019-05-27,Delivery,48,25,46,0,48,46,0,0,1591.7142857142858,1176.3333333333333,1561.3571428571429,1736.952380952381,1676.6071428571429,Q2,monday,weekday,5,27,not_holiday,not_after_sale
MAKATI,2019-05-26,Delivery,25,29,28,24,27,27,0,0,1632.4285714285713,1504.3333333333333,1563.1428571428571,1747.4761904761904,1678.2142857142858,Q2,sunday,weekend,5,26,not_holiday,not_after_sale
MAKATI,2019-05-25,Delivery,29,42,28,32,31,28,0,0,1631.1428571428571,1643.3333333333333,1567.8571428571429,1759.4761904761904,1669.8928571428571,Q2,saturday,weekend,5,25,not_holiday,not_after_sale
MAKATI,2019-05-24,Delivery,42,49,45,48,45,48,0,0,1699.1428571428571,1698.0,1623.2857142857142,1768.047619047619,1690.0,Q2,friday,weekday,5,24,not_holiday,not_after_sale
MAKATI,2019-05-23,Delivery,49,47,43,48,40,52,0,0,1723.0,1912.6666666666667,1661.5,1739.1428571428571,1694.0357142857142,Q2,thursday,weekday,5,23,not_holiday,not_after_sale
MAKATI,2019-05-22,Delivery,47,47,48,47,29,43,0,0,1813.1428571428571,1794.0,1723.6428571428571,1720.4285714285713,1705.7142857142858,Q2,wednesday,weekday,5,22,not_holiday,not_after_sale
MAKATI,2019-05-21,Delivery,47,46,45,49,44,43,0,0,1890.8571428571429,1600.3333333333333,1785.0,1724.1904761904761,1711.9642857142858,Q2,tuesday,weekday,5,21,not_holiday,not_after_sale
MAKATI,2019-05-20,Delivery,46,28,0,48,46,42,0,0,1531.0,1427.0,1809.5714285714287,1704.9047619047619,1703.0714285714287,Q2,monday,weekday,5,20,not_holiday,not_after_sale
MAKATI,2019-05-19,Delivery,28,28,24,27,27,6,0,0,1493.8571428571429,1715.6666666666667,1805.0,1693.4761904761904,1670.0,Q2,sunday,weekend,5,19,not_holiday,not_after_sale
MAKATI,2019-05-18,Delivery,28,45,32,31,28,17,0,0,1504.5714285714287,2068.0,1823.6428571428571,1682.8095238095239,1654.1428571428571,Q2,saturday,weekend,5,18,not_holiday,not_after_sale
MAKATI,2019-05-17,Delivery,45,43,48,45,48,0,0,0,1547.4285714285713,2145.3333333333335,1802.5,1686.952380952381,1582.75,Q2,friday,weekday,5,17,not_holiday,not_after_sale
MAKATI,2019-05-16,Delivery,43,48,48,40,52,0,0,0,1600.0,1464.6666666666667,1747.2142857142858,1684.3809523809523,1509.8214285714287,Q2,thursday,weekday,5,16,not_holiday,not_after_sale
MAKATI,2019-05-15,Delivery,48,45,47,29,43,37,0,0,1634.1428571428571,1049.0,1674.0714285714287,1669.9047619047619,1491.6071428571429,Q2,wednesday,weekday,5,15,not_holiday,not_after_sale
MAKATI,2019-05-14,Delivery,45,0,49,44,43,39,0,0,1679.1428571428571,699.0,1640.8571428571429,1652.3333333333333,1464.8928571428571,Q2,tuesday,weekday,5,14,not_holiday,not_after_sale
MAKATI,2019-05-13,Delivery,0,24,48,46,42,45,0,0,2088.1428571428573,1465.3333333333333,1791.8571428571429,1760.4285714285713,1540.9642857142858,Q2,monday,weekday,5,13,holiday,not_after_sale
